,fullName,seasonOutlook,position,player_id,team,injury_status,adp,pos_adp,total_proj
120,Zach Charbonnet,"Charbonnet possesses an impressive blend of power and deft receiving skills, and he drew a lot of buzz after being selected by the Seahawks in the second round of last year's NFL draft. Charbonnet was on the field for nearly the same number of snaps as Kenneth Walker III, however, he was not entrusted with an identical workload as a rookie. In fact, Charbonnet registered double-digit carries (an average of 16 per game) only when Walker was sidelined from Weeks 11 through 13 last season. He should have a slightly larger role moving forward, but remains more insurance policy than legitimate starter for fantasy purposes.",RB,9753,SEA,,155.0,42.0,140.34
121,Tyler Allgeier,"Allgeier was a red zone vulture in Atlanta last season, taking opportunities away from Bijan Robinson without putting up huge numbers on his own. Allgeier had 35 rushing attempts inside the 20-yard line and just three touchdowns. Coach Arthur Smith has been replaced by Raheem Morris, so the running focus could fully shift to Robinson this season, which would make Allgeier more of an upper-tier insurance policy.",RB,8132,ATL,,170.0,45.0,104.94
122,Ty Chandler,"Chandler returns to the Vikings for his third season, this time backing up new teammate Aaron Jones. Chandler took over as the starter in Week 15 last season and turned in a 26-touch, 157-yard performance, including a touchdown. Unfortunately, he failed to get enough volume in the subsequent weeks and couldn't crack the top 25 at RB. Chandler will continue his usual backup role in what may be one of the lowest-volume rush attacks in the league, so he's worth no more than a late pick.",RB,8230,MIN,,169.0,44.0,104.26999999999997
123,Jaleel McLaughlin,"McLaughlin, the NCAA's all-time rushing leader, impressed the Broncos' brass as an undrafted rookie with a sizzling, four-touchdown preseason. That ultimately earned him a spot in the team's backfield rotation alongside Javonte Williams and Samaje Perine. McLaughlin certainly provided a spark, as 12 of his 76 rushing attempts went for 10-plus yards (sixth-best 15.8% rate, minimum 40 attempts), and he delivered a combined 37.3 fantasy points while filling in for an injured Williams in Weeks 4 and 5. McLaughlin should begin 2024 in a similar spot, making him a worthwhile late-round, speculative pick who could be a home-run hitter with an expanded opportunity.",RB,11439,DEN,,145.0,39.0,102.03000000000002
124,Jerry Jeudy,"Jeudy enters his fifth pro season in a new home, after being traded from Denver to Cleveland. The former first-round pick logged his best numbers in 2022 with the Broncos, posting 13.6 PPG with six touchdowns. Jeudy's totals dropped last season, as he's struggled to find the end zone (two touchdowns) and finished at 8.9 PPG. The Browns gave Jeudy a three-year contract extension, so they believe in his upside. He's a sudden mover with three-level separation ability. However, Jeudy will compete for targets with Amari Cooper, David Njoku and Elijah Moore in an offense hoping for Deshaun Watson to elevate his game. That keeps Jeudy down in the lower-tier flex range.",WR,6783,CLE,,124.0,52.0,169.8
125,Jameson Williams,"Williams returns as the WR2 behind Amon-Ra St. Brown in a critical third year with the Lions. ""Jamo"" has played only 18 of a possible 34 games in his young career with the Lions, with only 50 targets in that span. The former 12th overall pick is a dangerous playmaker who finished fourth in fantasy points per reception last season, but he'll need more volume if he's going to be attractive to fantasy managers. Williams carries breakout upside, but also substantial risk if he doesn't see the necessary increase in opportunities. Williams is best viewed as a WR5/6 with big, but risky, upside.",WR,8148,DET,,133.0,57.0,157.95000000000002
126,Darnell Mooney,"Mooney had a highly disappointing campaign for the Bears thanks to injuries and playing in Chicago's offense, but he'll get a fresh start in Atlanta, where he's expected to be a deep threat alongside Drake London and Kyle Pitts for new quarterback Kirk Cousins. Mooney had just 31 catches for 414 yards and one touchdown in a lost season, but he should be unchallenged as the WR2 in Atlanta. If he can stay healthy, Mooney could be primed for a breakout season in Atlanta's high-powered air attack ,making him a strong sleeper option for his new team.",WR,7090,ATL,,156.0,65.0,133.15
127,DeMario Douglas,"Douglas is entering his second season with the Patriots. The passing game for New England struggled last season, which helps explain Douglas' failure to score a touchdown, but No. 3 overall pick Drake Maye could help change that in 2024. Douglas operated primarily from the slot, with 68% of his targets coming from there last season. From Week 7 on, he had a 21% target share and 25% air yards share, which was encouraging. Douglas has a shot to lead the Patriots in targets, with Kendrick Bourne and rookie Ja'Lynn Polk the top competition. Douglas is worth a late-round flier.",WR,9501,NE,,157.0,66.0,156.49999999999997
128,Khalil Shakir,"Entering his third season with the Bills, Shakir primarily operated from the slot last season, accumulating 91.5% of his receiving yards from that position. With Stefon Diggs traded and Gabe Davis moving to the Jaguars, Shakir has a clearer path to more targets in 2024. Though he's tied to a Josh Allen-led offense, he's projected to see the fourth-most targets behind Dalton Kincaid, Keon Coleman and Curtis Samuel. Shakir's not a priority pick in most leagues.",WR,8134,BUF,,121.0,49.0,164.65
129,Ja'Lynn Polk,"The Patriots did not select a traditional X receiver in the draft to address their biggest open spot within their receiver group, but Polk's consistency and ability to attack all three levels of the defense were attractive to New England. While the Patriots will look to revitalize their passing game with rookie quarterback Drake Maye, it would not be wise to expect Polk to receive steady targets. However, he doesn't have much competition for snaps, so the rookie is a fine late-round lottery ticket.",WR,11619,NE,,178.0,74.0,133.92
130,Gabe Davis,"Davis and Bills fans will always have that legendary four-score playoff performance to remember, but the future for this vertical threat has him donning teal and gold. The Jaguars boldly committed to Davis to add verticality to their playbook. Of the 111 NFL receivers with at least 100 total targets since the start of the 2021 season, Davis ranks second with a robust 16.6 yards per reception, confirming his status as a go-route guru. Speaking to the team's intentions with Davis, Trevor Lawrence ranks third in the NFL behind only Josh Allen and Tua Tagovailoa with 375 attempts of at least 10 air yards over the past two seasons. With the team investing heavily in fellow big-play threat Brian Thomas Jr. in the draft, it's worth wondering if Davis sees enough targets to deliver sustainable fantasy success. That's why you will find David available deeper into most drafts.",WR,6943,JAX,,132.0,56.0,156.01
131,Caleb Williams,"The Bears selected Williams with the first pick in the 2024 NFL draft. He was stellar at USC, showcasing his natural playmaking ability both in and out of the pocket, finishing with a single-season school record with 4,919 yards passing. In Chicago, he joins an offense that was second in rushing yards and attempts while also finishing bottom six in passing yards, passing attempts and completions last season. Part of that rushing total came from the departed Justin Fields, and Shane Waldron is now calling plays, so this offense should be more balanced in 2024. Williams will have a strong supporting cast with DJ Moore, Keenan Allen and Rome Odunze leading the way, but he's best viewed as a mid-tier QB2 with upside in his rookie season.",QB,11560,CHI,,85.0,13.0,328.78000000000003
